TEAM,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,TOR,ORB,FTR,2P_O,3P_O,YEAR
Indiana St.,30,11,98.4,100.5,0.4415,47.8,17.8,22.4,30.8,45.8,33.9,2017
Loyola Chicago,30,18,107.3,100.9,0.6691,55.3,17.3,20.6,30.8,53.5,38.9,2017
Missouri St.,32,17,108.5,105.3,0.5859,51,18.4,32.9,33.8,48.8,36.2,2017
Northern Iowa,29,14,96.8,96.6,0.5052,46.7,17.3,17.7,34.2,45.3,32.3,2017
Southern Illinois,32,17,102.1,103.1,0.4711,47.7,17.6,29.5,35.4,47.9,31.6,2017
Bradley,32,20,103.9,99.7,0.6155,48.9,20,31.3,37.8,46.6,35.6,2018
Drake,33,17,105.6,103.8,0.5496,50.4,17.2,23.6,32.3,48.4,35.6,2018
Evansville,30,17,97.6,95.4,0.5674,48.7,20.9,23.9,34.6,44.5,39.8,2018
Illinois St.,32,18,104.4,102.5,0.5537,49.8,18.9,26,33.8,49.4,33.6,2018
Indiana St.,29,13,103.2,101.4,0.5506,49.5,20.1,27.6,34.1,46.5,35.9,2018
Missouri St.,32,18,108.3,103.6,0.6271,49.4,17.4,33.1,27.3,49.4,32.9,2018
Northern Iowa,30,16,103.6,97.3,0.6732,48.5,17.5,24.5,31.3,47.3,33.5,2018
Southern Illinois,32,20,104.4,102.8,0.5446,52.2,18.7,25.9,32.4,51.5,35.7,2018
Valparaiso,30,15,101.5,101.5,0.502,50.8,21.2,26.7,36.7,50.5,34.1,2018
Drake,32,24,106.2,101.2,0.6349,53.3,19.1,24.3,32.6,53.2,35.7,2019
Evansville,30,11,98.1,105.6,0.3008,49.4,18.5,18.9,37.5,47.9,34.2,2019
Illinois St.,32,17,100.1,103.8,0.3973,49.1,18.4,26,28.6,49.1,32.7,2019
Indiana St.,29,15,101.1,104.3,0.413,48.6,18.6,23.7,35.8,46.7,35.6,2019
Loyola Chicago,33,20,104.2,98.2,0.6644,55.1,18.8,19.9,32,55,36.7,2019
Missouri St.,31,16,101.7,102.5,0.4781,51.2,18.2,25.4,36.9,51.4,33.9,2019
Northern Iowa,32,16,100.4,101,0.4827,48.9,17.9,23.2,27.6,46.2,35,2019
Southern Illinois,32,17,102,102.2,0.4934,52.8,21,28.8,32,51.2,37.4,2019
Valparaiso,31,15,96.7,101.5,0.3647,48.9,20.3,26.7,32.1,50.1,31,2019
Air Force,29,12,105,110.2,0.366,53.6,19.2,29.6,30.8,53.9,35.4,2015
Colorado St.,33,26,110,98.4,0.7826,50.1,16.1,34.1,41.9,49,34.8,2015
Fresno St.,30,13,100.6,103.8,0.4111,47.1,17.2,25.9,38.8,47.2,31.3,2015
Nevada,29,7,95.3,104.2,0.265,40.8,21.9,39.8,39.9,41.4,25.8,2015
New Mexico,31,15,99,97,0.5607,47.9,20.2,33.3,38.4,48.6,30.8,2015
San Jose St.,28,0,86.2,107.1,0.0757,41,21.6,24.1,29.1,38.7,29.4,2015
UNLV,32,17,106.5,99.4,0.6903,50.2,17.3,26.7,32.7,48,36.1,2015
Utah St.,30,17,105.8,101.6,0.6138,52.4,16.3,21.7,36.4,48.5,39.4,2015
Air Force,30,12,98.1,105.4,0.306,48,18.8,24.3,39.6,47,33.4,2016
Boise St.,30,18,108.2,99.7,0.719,51.7,16.4,27.2,40.9,53.7,32.6,2016
Colorado St.,32,16,111.3,109.1,0.5567,49.9,16.3,33,42.3,46.5,36.2,2016
Nevada,36,22,100.8,97.7,0.5864,45.5,17.6,30.7,43.2,46.3,29.1,2016
New Mexico,32,17,108.2,101.3,0.6809,52,21,30.5,43.9,51,36.3,2016
San Diego St.,36,26,104,90.3,0.8366,47.2,18.4,33.9,42.5,46.3,32.6,2016
San Jose St.,28,6,96.3,102.4,0.329,46.8,19.2,27.1,38.5,48.2,29.8,2016
UNLV,31,16,103.2,98,0.644,49.7,18.9,28.3,40.9,50.1,32.8,2016
Utah St.,29,14,110.3,106.1,0.6086,52.2,17.5,29.2,33.6,49.2,37.9,2016
Wyoming,30,12,108.3,108,0.5092,53.4,17,18.1,45.9,50.8,37.2,2016
Air Force,31,12,103.1,107.3,0.3854,49.8,17.9,26.5,37.4,47,36.2,2017
Boise St.,31,20,109.1,101.4,0.6986,51.8,17.9,27.7,40.5,51.5,34.8,2017
Colorado St.,34,24,108.3,100.2,0.7076,48.3,16.1,31.3,38.2,46.6,34.1,2017
Fresno St.,31,20,103.5,96.8,0.6844,50.8,18.8,27.2,40.5,49.5,35.6,2017
New Mexico,31,17,105.2,100.7,0.6232,50.2,18.4,27,46,50.7,32.7,2017
San Diego St.,32,19,103.2,93.4,0.7587,47.5,17.5,30.5,35.3,47.5,31.6,2017
San Jose St.,28,14,99.7,104,0.3794,48.6,18.2,24.9,36.1,47.7,33.7,2017
UNLV,32,11,97.4,104.1,0.3186,45.1,18,28.9,37.5,43.5,32,2017
Utah St.,30,15,105.7,103.2,0.5663,52.5,18.2,24.9,35.1,50,38,2017
Wyoming,36,23,104.4,101.4,0.5851,51.6,17.7,22.7,37.5,50.7,35.1,2017
Air Force,29,12,99.8,105,0.3596,47.6,18.8,27.4,32,46.8,32.5,2018
Boise St.,31,23,109.2,96.3,0.8087,53.8,18.9,29.3,31,52,37.5,2018
Colorado St.,31,11,102,107,0.3659,47.5,18.8,30.6,33.8,46.4,33,2018
Fresno St.,30,21,108.5,98,0.7631,54.5,17.4,26.6,38.4,52.7,39,2018
New Mexico,33,19,113.2,106.1,0.6778,53.5,16.8,26.1,34.6,51.4,37.1,2018
San Jose St.,29,4,95.5,106.9,0.213,48.6,23.6,27.8,34.2,46.2,36.2,2018
UNLV,33,20,110.4,104.1,0.6637,53.5,19.1,34.5,43.4,54.8,33.4,2018
Utah St.,33,17,106.1,103.8,0.5631,53.2,18.8,25.4,33.2,52.5,36,2018
Wyoming,32,20,104.6,101.2,0.5944,52.1,17.6,19.5,41.2,52.7,34.2,2018
Air Force,31,14,99.7,106.1,0.3295,51.3,19.3,23.2,28.3,53.1,32.3,2019
Boise St.,32,13,107.6,102.4,0.6404,53.9,17.3,23.5,31.8,54.7,35.2,2019
Colorado St.,31,12,106.5,107.9,0.462,54.4,17,23.9,31.9,55.5,35.2,2019
Fresno St.,31,23,107,99.1,0.7076,54.5,18.2,27.4,30.2,51.9,38.2,2019
New Mexico,31,14,102.6,104.8,0.4392,49.5,19.4,29.3,39.3,47.8,34.4,2019
San Diego St.,33,21,102.3,96.8,0.6533,49.9,18.3,28.9,35.2,47.9,35.6,2019
San Jose St.,30,4,92.7,112.5,0.0972,46,21.9,27.4,34.8,44.1,33,2019
UNLV,31,17,104.5,105.3,0.4773,49.5,18.6,35.5,34.9,48.8,33.7,2019
Wyoming,31,8,94.2,106.6,0.1954,49.1,19.9,15.9,39.1,47.1,34.5,2019
Bryant,31,16,102.1,108.8,0.3266,48.8,18.3,29.5,32.8,46.9,34.6,2015
Central Connecticut,31,5,91.3,111.3,0.0926,44.6,21.3,30.9,28.6,43.2,32.2,2015
Fairleigh Dickinson,28,7,95,111.4,0.1376,46.5,18.6,27.6,34.2,45.5,32.1,2015
LIU Brooklyn,30,12,95.2,104.8,0.2502,44.9,19.6,31.3,39.8,42.8,32.4,2015
Mount St. Mary's,30,15,96.1,102,0.3345,47.2,19,30.6,30.4,45.5,33,2015
Sacred Heart,31,14,100.2,108.6,0.2837,49.6,19.4,33.9,35.9,50.3,32,2015
St. Francis NY,34,22,100.2,102.4,0.4396,46.3,19.8,39.6,40.9,47.5,29.1,2015
St. Francis PA,31,15,97.9,101.8,0.3892,50.1,19.4,25.7,34.6,50.3,33.1,2015
Wagner,29,9,96.1,110.1,0.1737,44.6,20.1,37.2,33.9,44,30.6,2015
Bryant,30,7,93.3,113.1,0.098,47.3,19.9,26.2,26.9,46.9,32,2016
Central Connecticut,29,4,92.5,118,0.057,44.8,19.9,29.9,31.1,42.3,34.2,2016
LIU Brooklyn,31,16,100.2,111.3,0.23,47.9,18.4,32.2,41.4,49.5,29.7,2016
Mount St. Mary's,33,14,92.1,100.9,0.2579,45.8,17.2,25.3,30.6,44.8,31.7,2016
Robert Morris,32,10,90.4,104.9,0.1545,46.6,20.4,26.1,35.5,49.6,27.6,2016
Sacred Heart,30,12,98,112.1,0.1772,48.4,20.2,33.4,38.7,49.2,31.1,2016
St. Francis NY,31,14,92.3,104.9,0.1859,45.9,20.4,32.2,36.1,46.2,30.3,2016
St. Francis PA,29,12,99.6,113.2,0.1867,48.3,18.5,31.5,38.5,45.3,35.8,2016
Wagner,33,22,99.6,101.4,0.449,47.6,19.6,36.9,32.6,46.4,33.6,2016
Bryant,31,12,100.1,111.6,0.2223,49.7,18.8,29.2,32.8,49.2,33.7,2017
Central Connecticut,29,6,92.5,113.3,0.089,46.7,21.2,31.5,33.3,44.6,35.1,2017
Fairleigh Dickinson,29,11,101.3,111,0.2584,49.5,18.9,27.4,36.1,49.8,32.7,2017
LIU Brooklyn,31,20,99.3,106.7,0.3027,48.5,20.9,36.4,38.8,47,34.8,2017
Robert Morris,33,14,91.5,99,0.2879,45.1,21.5,29.3,41.3,43.8,31.9,2017
Sacred Heart,32,13,97.2,108.4,0.2221,49.5,22,30.9,35,49.2,33.5,2017
St. Francis NY,30,4,86.7,111.6,0.0519,41,17.4,27.9,31.8,40.1,28.2,2017
St. Francis PA,33,17,101.5,109.1,0.3027,52.8,20.7,29.7,29.6,50.4,38.1,2017
Wagner,29,16,99.8,107.6,0.2955,47.6,21.4,40.1,34.7,47.1,32.5,2017
Bryant,31,3,98.3,119.8,0.0936,47.9,18.2,26.2,27.8,45.5,34.4,2018
Central Connecticut,32,14,97,109.9,0.1926,51,21.8,31.1,32.6,51.8,32.9,2018
Fairleigh Dickinson,29,13,101.7,112.7,0.2334,49.8,19.2,30.3,30.8,49.3,33.9,2018
Mount St. Mary's,30,18,102.8,109.5,0.3262,54.1,16.2,20.5,29.1,52.3,37.3,2018
Robert Morris,33,16,93.2,102.1,0.2596,47.4,20.9,31.2,34.3,45.9,33.2,2018
Sacred Heart,30,10,95.6,108.4,0.1908,48.5,21.5,32.5,30,50.3,29.9,2018
St. Francis NY,29,13,97.6,111,0.1851,48.7,17.7,26.2,30.4,46.4,34.6,2018
St. Francis PA,29,18,104.1,110.2,0.3424,52.8,16.5,25.7,33.5,51.2,37,2018
Wagner,31,23,101.8,104.6,0.4236,49.8,19.7,35.8,34.2,47,36,2018
Bryant,30,10,98.5,114.5,0.15,49,18.4,26.6,36.8,49.2,32.5,2019
Central Connecticut,29,11,95.1,111.6,0.1373,47,19.8,29.6,34.1,45.8,32.8,2019
LIU Brooklyn,31,16,97.3,104.9,0.2955,50.7,20.1,28.3,34.4,50.3,34.1,2019
Mount St. Mary's,29,9,94.6,108.8,0.1679,47.9,19,25.1,33.9,48.7,31.2,2019
Robert Morris,33,18,95.2,104.5,0.2547,48.8,21,30.1,32.2,47.3,34.1,2019
Sacred Heart,31,15,102.3,110.8,0.2865,51.7,19.9,31.8,38.1,51.1,35.2,2019
St. Francis NY,31,17,95.5,104.4,0.2646,48.5,17.6,26.9,28.6,47.3,33.5,2019
St. Francis PA,31,18,104.9,112.3,0.3115,48.8,17.4,33.4,35,46.5,35.3,2019
Wagner,28,13,92.8,106.4,0.1715,44,20.8,33.4,33.8,43.1,30.1,2019
Austin Peay,28,6,93.1,107.1,0.1662,44.5,20.8,31.8,41.6,44.2,30.1,2015
Eastern Illinois,31,16,97.7,104.9,0.3043,51,19,23.4,33.4,47.8,37.4,2015
Eastern Kentucky,31,19,103.4,101.8,0.5439,53.9,17.9,21.6,32.2,54.9,35.1,2015
Jacksonville St.,29,10,92.6,106.1,0.1734,43,18.5,28.7,37.6,42.3,29.5,2015
Morehead St.,32,15,102.5,101,0.5408,49.3,20.1,34.7,34.7,48.4,34,2015
Murray St.,33,27,114.1,102.2,0.78,54.3,17.1,35.9,41.2,52.6,38.3,2015
SIU Edwardsville,26,10,95.3,103.1,0.2875,48.7,20.3,28.8,37.4,45.3,36.9,2015
Southeast Missouri St.,28,11,101.8,105.7,0.3946,48.9,19.2,32.2,36.4,48.1,33.7,2015
Tennessee Martin,32,19,106.3,106.8,0.4873,53.4,18.6,30,31.4,50,39.4,2015
Tennessee St.,29,3,87.6,106.1,0.0995,43.9,22.1,26.5,40.4,40,34.8,2015
Tennessee Tech,28,10,101.3,109.3,0.2959,48.8,20.5,36.4,34.8,49.1,32.2,2015
Belmont,31,19,113.4,109.2,0.6073,58.6,19.3,26.4,34.5,62.6,36.4,2016
Eastern Illinois,28,11,99.3,108.5,0.2665,49.9,18,26.8,34.4,48.8,34.4,2016
Eastern Kentucky,30,14,105.7,109.2,0.4067,56,20.3,27,40.3,54.2,39.5,2016
Jacksonville St.,29,7,96.9,108.7,0.2098,46.6,16.3,27,30.9,43.2,34.5,2016
Morehead St.,35,21,105,103.2,0.5514,48,18.6,38.6,35.3,45.8,36.2,2016
Murray St.,29,15,106.8,105.1,0.5455,51.6,17.8,28.7,34.1,50.1,36.1,2016
SIU Edwardsville,28,6,94.6,108.3,0.1733,44.8,19.7,32.4,36.9,44.4,30.4,2016
Southeast Missouri St.,27,3,91,108.9,0.1126,44.1,19.8,28.5,35.7,44.6,28.8,2016
Tennessee Martin,33,18,103.3,108.7,0.3569,50.5,18.2,29.5,35.6,49.8,34.4,2016
Tennessee St.,29,18,99.8,100,0.4932,50.4,19.2,31.4,41.5,50,34.1,2016
Tennessee Tech,29,17,106.6,111.2,0.3807,52.4,17.8,27.6,44,51.3,35.9,2016
Austin Peay,28,11,104.5,116.9,0.2169,52.4,17.3,24.2,41,52.2,35.2,2017
Belmont,29,23,108.8,103.3,0.6455,55.7,18.4,25.6,29.4,60.9,34.1,2017
Eastern Illinois,27,14,99.7,103.7,0.387,47.8,17.5,29.5,26.9,43.5,36.6,2017
Eastern Kentucky,29,12,98.2,106.4,0.2844,49.4,19.8,25.2,37.4,50.1,32.3,2017
Morehead St.,28,14,105.2,108.3,0.4179,51,18.5,35.2,28.8,48,38.7,2017
Murray St.,31,16,105.4,110,0.3803,50.8,16.9,31.8,34.9,48.5,36.1,2017
SIU Edwardsville,28,6,94.6,108.7,0.168,45,20.3,31.6,45.7,45.5,29.2,2017
Southeast Missouri St.,31,15,101.7,108.7,0.3161,51.4,17.6,24.7,35.1,49,36.8,2017
Tennessee Martin,33,22,105.2,110.3,0.368,52.7,21.6,37.4,34.3,53.2,34.7,2017
Tennessee St.,28,17,99.3,98.2,0.5326,48.7,21.7,34.2,39.5,48.3,33.1,2017
Tennessee Tech,30,12,97.6,107,0.2568,48.1,19.2,29,38.5,47.7,32.5,2017
Austin Peay,32,19,104.7,105.6,0.4734,49.9,19.8,34.7,35.9,49,34.8,2018
Belmont,33,24,112.3,103.4,0.7217,58.8,18.1,25.2,27.9,61.7,37.6,2018
Eastern Illinois,29,12,99.4,106.1,0.3191,47.7,20.4,29.9,32.2,44.6,35.3,2018
Eastern Kentucky,29,11,101.1,112.2,0.2315,49.8,19.1,27.1,33.4,48.2,35.1,2018
Jacksonville St.,35,23,100.7,99.9,0.5217,50.2,19.2,33.4,30.4,51.3,31.8,2018
Morehead St.,27,8,98,109.2,0.2243,48.2,22.1,31,36.7,48.5,31.8,2018
SIU Edwardsville,30,9,98.8,111.3,0.2029,47.8,19.4,29.3,33,47.2,32.4,2018
Southeast Missouri St.,29,14,107.2,115.6,0.2943,54.3,18.1,26.2,37.7,50.7,39.3,2018
Tennessee Martin,29,10,94.3,105.6,0.2149,49.8,21.6,28.5,24.1,50.7,32.2,2018
Tennessee St.,28,15,96.3,101,0.3673,49.3,21.9,25.5,37.8,48.1,33.9,2018
Tennessee Tech,31,19,97.4,102.6,0.3558,49,19.8,28.2,37.7,47.5,34.5,2018
Austin Peay,31,22,110.3,105.7,0.6218,52.9,16.6,32.3,34.7,51.1,37.5,2019
Eastern Illinois,31,14,99.4,110.6,0.2251,49.6,18.8,29.2,28.7,46.7,36.2,2019
Eastern Kentucky,29,13,98.7,105.1,0.3282,47.8,18.2,27.3,32.6,47.7,32,2019
Jacksonville St.,31,24,103.6,99.5,0.6165,50.5,18.8,33,30.2,52.3,31,2019
Morehead St.,31,13,101.1,109.2,0.2913,48.4,17.2,27.8,33.9,47.1,33.6,2019
SIU Edwardsville,29,10,95.7,112.1,0.1395,46.8,18.7,28.5,34.6,47.6,30.3,2019
Southeast Missouri St.,29,10,96.5,110.3,0.1771,50.4,20.2,25.6,29.1,47.4,36.6,2019
Tennessee Martin,29,12,104.6,114.3,0.2649,50.4,18.8,31.5,26.4,49.9,34.1,2019
Tennessee St.,28,9,97.4,109,0.2142,49.1,22.7,28.7,36.2,49.3,32.6,2019
Tennessee Tech,29,8,88.4,104,0.1344,46.1,22.8,27.9,36.3,43.9,33.6,2019
Arizona St.,34,18,107.9,97.1,0.7711,50.9,20.7,31.8,42.1,49.9,35,2015
California,33,18,102.6,97,0.6558,48.9,16.6,26,30.3,47,35.9,2015
Colorado,34,16,105.9,99,0.6861,48.4,19.9,34.4,40.8,47.7,33.5,2015
Oregon St.,30,16,98.2,91.1,0.7023,46.6,19.1,28.5,36.8,46,32,2015
Stanford,37,24,112.2,97.2,0.8394,49.3,16.2,33.6,40.5,46,37.7,2015
USC,32,12,99,97.8,0.5356,46.8,20,31.5,33.8,45.8,32.9,2015
Washington,31,16,107.1,102,0.6355,49.3,17.5,31.4,33.9,48.9,33.4,2015
Washington St.,31,13,107.4,107.4,0.502,49.6,17.3,26.4,39.7,48.7,34.2,2015
Arizona St.,32,15,108.3,100,0.7131,48.1,17.1,31.5,37.8,46.6,33.6,2016
Stanford,29,14,106.7,99.9,0.68,47.5,17.5,30.8,45.3,47.4,31.8,2016
UCLA,32,15,111.6,99.7,0.7843,50.3,16.9,32.8,32.3,48.8,36.3,2016
Washington,34,19,110.1,98.1,0.7905,48.1,17.4,33.4,41.2,47.3,33.1,2016
Washington St.,30,8,101.1,104,0.4185,50.7,19.7,23.9,31.1,50.3,34.6,2016
Arizona St.,33,15,110.9,107,0.6007,51.4,14.3,24.4,31.9,48.7,36.6,2017
California,34,21,103.5,92.5,0.7833,48.1,18.7,32.9,37.7,46.6,34,2017
Colorado,33,19,111.5,102.2,0.7317,50.9,17.4,33,37.5,49.9,35.1,2017
Oregon St.,31,5,96.1,104.2,0.2842,48.2,23,26.9,34.3,46.3,34.6,2017
Stanford,30,14,104,98.1,0.663,48.3,18.6,29.6,37.3,48.2,32.3,2017
Utah,30,20,112.4,98.8,0.8163,56.2,19.2,30.9,33.1,57.4,36,2017
Washington,31,9,105.9,105.4,0.5131,50.6,18.8,34.9,30.8,49.4,35.4,2017
Washington St.,30,13,103.8,104.1,0.4924,52,18.1,20,27.2,50.6,36.6,2017
California,31,8,97.1,103.2,0.3301,44.5,20.8,34.8,38.1,45.1,28.6,2018
Colorado,32,17,104.8,99,0.6588,50.6,20,29.3,33.3,48.8,35.8,2018
Oregon,36,23,110,100,0.7501,53.3,17.1,31,31.7,53.1,35.7,2018
Oregon St.,32,16,107.4,100.9,0.6713,52.1,19.4,31.8,38.7,53.3,32.9,2018
Stanford,35,19,107.6,98.5,0.7341,51.9,20.6,32.8,41.6,50.3,36.9,2018
USC,36,24,114,98.6,0.8423,53.8,15.3,30,29.9,52.4,37.6,2018
Utah,35,23,111.4,97.9,0.8156,54.5,17.5,24.1,34.4,53.6,37,2018
Washington,34,21,105.9,98.8,0.6886,51.7,18.6,28.9,36.7,51.6,34.6,2018
Washington St.,31,12,107.5,109.5,0.4469,54.1,19.4,24.6,24.7,51.7,37.7,2018
Arizona,32,17,104,97.4,0.6807,49,16.7,28.4,33.3,48.1,33.6,2019
California,31,8,102.9,106.9,0.3925,48.6,16.5,23.3,34.8,46.5,35,2019
Colorado,36,23,105.8,95.7,0.7584,51,19.1,30.7,37.2,52.3,32.3,2019
Oregon St.,31,18,110.5,103.7,0.6759,52.2,18.3,30.8,36.8,54.5,32.1,2019
Stanford,31,15,101.4,97.6,0.6083,51.2,20.8,29.9,36.1,53.2,31.7,2019
UCLA,33,17,108.2,101.3,0.6824,52,19,30.8,38.2,51.4,35.5,2019
USC,33,16,109,100.5,0.7164,52.8,16.5,27,27.6,50.3,38.2,2019
Utah,31,17,113.9,106.4,0.6862,55,19.2,31,35.5,54.6,37,2019
Washington St.,32,11,105,108.8,0.3986,52.8,19.2,25.2,30.3,51.5,36.4,2019
American,33,17,99.8,103.8,0.3886,53.4,19.4,21.3,34.4,51.8,37.4,2015
Army,29,14,97.4,106.1,0.2739,50,19.1,29.7,32,51.1,32.2,2015
Boston University,29,12,103.9,109.3,0.3566,52.7,19.4,28.2,44.9,50.8,36.8,2015
Bucknell,33,18,103.2,107.1,0.3935,49.7,17.1,29.6,40.3,46.2,38.1,2015
Colgate,32,15,105.6,107.2,0.4564,56,18.8,23.7,27.4,53.8,39.5,2015
Holy Cross,29,13,99.6,105.8,0.3317,47.2,17,29.6,34.9,45.4,33.7,2015
Lehigh,29,15,98,99.5,0.4549,49,19.9,29.2,36.2,47.8,34.8,2015
Loyola MD,30,11,91.4,103.5,0.1944,42.8,20.3,31.9,37.6,40.4,32.5,2015
Navy,31,12,97.7,105,0.3037,49.1,19.4,29.5,30.6,48.8,33.1,2015
American,31,12,91.4,106.8,0.1433,49,22.1,23.5,31.7,47.7,34.1,2016
Army,32,18,98.6,105.2,0.3222,49.7,18.5,31,31.7,49.3,33.4,2016
Boston University,33,18,101.7,107.4,0.3486,52.2,19.6,26.5,37,51,36.1,2016
Bucknell,30,16,104.1,105.3,0.4695,52.1,18.7,29.7,43.9,51.2,35.8,2016
Colgate,29,12,102.5,111.9,0.2685,52.5,18.4,26.6,29.9,50.3,37,2016
Lafayette,30,6,99,114.4,0.1606,50.5,18.2,22.3,31.6,47.9,36.5,2016
Lehigh,31,16,104.1,105,0.4747,52.1,19.3,29.1,31.7,48.5,39.3,2016
Loyola MD,30,9,100.7,111.1,0.2433,47.7,18.9,31.4,38.4,48.7,30.4,2016
Navy,32,18,98.8,102.2,0.4044,49.5,19.9,32.6,42.8,50.8,30.5,2016
American,30,8,94.7,107.6,0.1874,50.3,20.2,21.7,30.7,51.7,31.8,2017
Army,31,13,97.1,104.3,0.3065,51.5,20.6,26.4,28,50.7,35.1,2017
Boston University,31,18,100.9,102.9,0.4427,51.2,20.2,28.1,33.4,50,35.3,2017
Colgate,31,10,97.2,107.5,0.2401,51.4,22,24.8,33.4,49.4,36.1,2017
Holy Cross,32,15,97.4,102.3,0.3643,50.4,17.8,19.4,34.4,49.3,34.5,2017
Lafayette,29,9,95.2,111.9,0.134,49.1,20.7,20,29.4,49.2,32.6,2017
Lehigh,31,20,105.9,102.5,0.5942,55.4,19.8,23.2,32,53.4,39.2,2017
Loyola MD,32,16,97.1,103.7,0.3209,46.7,22,33,39.2,45.3,33.2,2017
Navy,31,16,98.5,102,0.4023,47.8,21.9,36.9,35.9,49,30.6,2017
American,30,6,96.5,111.1,0.1649,50.7,20.4,23.8,30.4,50.7,33.8,2018
Army,29,13,99,108.2,0.2638,52.3,18.8,27.1,24.5,48.8,38.1,2018
Boston University,30,15,99.3,107.1,0.2953,52.8,20.1,28.3,32.8,51.1,37.3,2018
Colgate,32,19,104.5,107.9,0.4084,51.5,16.4,25.6,29,49,36.3,2018
Holy Cross,31,12,97.7,107.2,0.2569,52.6,19.1,19.3,29.7,55.1,32.6,2018
Lafayette,30,10,101.4,112.2,0.2368,53.3,19.3,21,28.8,51.4,37.4,2018
Lehigh,29,16,105.2,111,0.3511,52.9,17.4,25.3,25.8,47.7,40.6,2018
Loyola MD,30,9,95.7,110,0.167,47.8,18.9,29.1,33.3,48.1,31.3,2018
Navy,31,20,97.6,102.8,0.3551,49.6,21.3,31.7,36.2,50.2,32.3,2018
American,30,15,101.7,103.5,0.4497,53.2,18.7,26.1,35.8,55.6,32.5,2019
Army,31,13,95.8,102.1,0.3254,49.6,16.5,21.6,24.3,51,31.8,2019
Boston University,32,15,103.4,109.5,0.3415,53.4,18.8,28.6,24.8,54.5,34.2,2019
Bucknell,33,21,104,103.5,0.5136,53,17.3,25.8,33.9,53.3,35.1,2019
Holy Cross,33,16,99.6,106.5,0.316,52.7,16.1,20.6,23.1,52.5,35.4,2019
Lafayette,29,10,100.5,112.8,0.209,52.6,18.7,22.2,24.5,49.2,38.3,2019
Lehigh,31,20,107.3,108.2,0.4762,56.4,18.5,23.5,34.9,51.9,42.4,2019
Loyola MD,32,11,100.5,109.4,0.2757,51.6,19.5,27.9,33.6,51.8,34.2,2019
Navy,31,12,97.1,105.5,0.2767,46.8,20.7,31.8,30.5,46.4,31.7,2019
Appalachian St.,29,12,95.8,106.2,0.2328,45.6,20.6,31.4,33.6,44.5,31.6,2015
Arkansas Little Rock,30,12,102.9,108,0.3645,47.6,15.6,28.4,36,45.8,34,2015
Arkansas St.,28,10,93.5,106.2,0.188,45.3,20,29.7,33,44.1,32,2015
Georgia Southern,28,19,98.2,97.5,0.5203,47.3,18.3,32.6,36.2,47.5,31.4,2015
Louisiana Lafayette,33,19,104.1,100.6,0.5957,50.1,20.5,34.6,39.6,49.2,34.7,2015
Louisiana Monroe,34,20,98,98,0.4977,45.6,18,32.6,26.1,46,29.9,2015
South Alabama,31,10,99.5,109.5,0.2484,47.8,20.9,30,41.9,47,32.9,2015
Texas St.,28,11,91.8,96.7,0.3535,44,19.9,29,36.5,42.8,31.1,2015
Troy,27,8,97.9,107.9,0.2467,48.9,21.2,31.3,38,48.1,33.5,2015
UT Arlington,30,15,101.3,103.7,0.4315,49.4,20.8,31.8,38.1,50.8,31.3,2015
Appalachian St.,31,9,100.8,110.6,0.2554,47.2,21,33,39.1,43.1,35.6,2016
Arkansas St.,29,9,99.1,107.4,0.2826,45.8,18,28,40.1,45.1,31.5,2016
Georgia Southern,29,12,103.9,108,0.3913,47.5,16.2,29.7,37.7,45.6,33.3,2016
Georgia St.,28,14,99.7,99.8,0.4947,48.5,18,24.5,37.5,47.1,34.8,2016
Louisiana Lafayette,32,17,108.9,105.2,0.6003,48.8,17.5,37.7,42.2,49.9,31.1,2016
Louisiana Monroe,32,18,106.9,102.2,0.6266,50.6,18.2,31.5,32.2,50,34.5,2016
South Alabama,31,12,95.1,103.1,0.2814,46.1,20.6,30.5,38.3,45.1,31.9,2016
Texas St.,29,13,98.5,102.9,0.3769,46.6,17.8,29.8,37.7,46,32.1,2016
Troy,29,8,97.8,106.6,0.2705,45.7,16.7,29.4,37.2,44.8,31.5,2016
UT Arlington,34,23,106.1,98.7,0.6962,49.2,18.7,36.3,34.4,49.5,32.5,2016
Appalachian St.,28,9,99.3,107.5,0.2859,47.4,19.4,28.9,37.1,46.3,32.7,2017
Arkansas St.,31,20,104.9,102.4,0.5673,51.9,18.6,31,41.5,49.7,37.7,2017
Coastal Carolina,37,20,100.4,104.9,0.3749,48.5,18.1,30.5,29.2,48,32.7,2017
Georgia Southern,31,18,104.4,106.5,0.4424,51.5,17,25.2,39.9,49.2,36.3,2017
Georgia St.,31,20,103,99.8,0.5883,53,20,29.9,33.9,53.3,35,2017
Little Rock,30,15,97.1,104,0.3128,49.1,19.5,28.4,32.3,48.2,33.8,2017
Louisiana Lafayette,31,21,109.8,108.9,0.5225,51.5,17.9,36.3,42.2,51.5,34.2,2017
Louisiana Monroe,31,9,97.9,105.7,0.2934,47.7,19.4,29.5,26,47,32.5,2017
South Alabama,30,14,98,105.3,0.3057,48.4,18.4,27.2,38.3,49,31.7,2017
Texas St.,34,22,101.3,100.2,0.5312,50.5,18.2,28.2,36.8,50.1,34.1,2017
UT Arlington,34,27,108.9,100.4,0.7191,52.5,18.7,32.6,34.6,54.7,33,2017
Appalachian St.,31,15,102.5,106.3,0.3985,49.9,18.9,29.5,36.8,49.9,33.3,2018
